,goal_x
1102,-0.1
1103,-0.1
1104,-0.1
1105,-0.1
1106,-0.1
1107,-0.1
1108,-0.1
1109,-0.1
1110,-0.1
1111,-0.1
1112,-0.1
1113,-0.1
1114,-0.1
1115,-0.1
1116,-0.1
1117,-0.1
1118,-0.1
1119,-0.1
1120,-0.1
1121,-0.1
1122,-0.1
1123,-0.1
1124,-0.1
1125,-0.1
1126,-0.1
1127,-0.1
1128,-0.1
1129,-0.1
1130,-0.1
1131,-0.1
1132,-0.1
1133,-0.1
1134,-0.1
1135,-0.1
1136,-0.1
1137,-0.1
1138,-0.1
1139,-0.1
1140,-0.1
1141,-0.1
1142,-0.1
1143,-0.1
1144,-0.1
1145,-0.1
1146,-0.1
1147,-0.1
1148,-0.1
1149,-0.1
1150,-0.1
1151,-0.1
1152,-0.1
1153,-0.1
1154,-0.1
1155,-0.1
1156,-0.1
1157,-0.1
1158,-0.1
1159,-0.1
1160,-0.1
1161,-0.1
1162,-0.1
1163,-0.1
1164,-0.1
1165,-0.1
1166,-0.1
1167,-0.1
1168,-0.1
1169,-0.1
1170,-0.1
1171,-0.1
1172,-0.1
1173,-0.1
1174,-0.1
1175,-0.1
1176,-0.1
1177,-0.1
1178,-0.1
1179,-0.1
1180,-0.1
1181,-0.1
1182,-0.1
1183,-0.1
1184,-0.1
1185,-0.1
1186,-0.1
1187,-0.1
1188,-0.1
1189,-0.1
1190,-0.1
1191,-0.1
1192,-0.1
1193,-0.1
1194,-0.1
1195,-0.1
1196,-0.1
1197,-0.1
1198,-0.1
1199,-0.1
1200,-0.1
1201,-0.1
1202,-0.1
1203,-0.1
1204,-0.1
1205,-0.1
1206,-0.1
1207,-0.1
1208,-0.1
1209,-0.1
1210,-0.1
1211,-0.1
1212,-0.1
1213,-0.1
1214,-0.1
1215,-0.1
1216,-0.1
1217,-0.1
1218,-0.1
1219,-0.1
1220,-0.1
1221,-0.1
1222,-0.1
1223,-0.1
1224,-0.1
1225,-0.1
1226,-0.1
1227,-0.1
1228,-0.1
1229,-0.1
1230,-0.1
1231,-0.1
1232,-0.1
1233,-0.1
1234,-0.1
1235,-0.1
1236,-0.1
1237,-0.1
1238,-0.1
1239,-0.1
1240,-0.1
1241,-0.1
1242,-0.1
1243,-0.1
1244,-0.1
1245,-0.1
1246,-0.1
1247,-0.1
1248,-0.1
1249,-0.1
1250,-0.1
1251,-0.1
1252,-0.1
1253,-0.1
1254,-0.1
1255,-0.1
1256,-0.1
1257,-0.1
1258,-0.1
1259,-0.1
1260,-0.1
1261,-0.1
1262,-0.1
1263,-0.1
1264,-0.1
1265,-0.1
1266,-0.1
1267,-0.1
1268,-0.1
1269,-0.1
1270,-0.1
1271,-0.1
1272,-0.1
1273,-0.1
1274,-0.1
1275,-0.1
1276,-0.1
1277,-0.1
1278,-0.1
1279,-0.1
1280,-0.1
1281,-0.1
1282,-0.1
1283,-0.1
1284,-0.1
1285,-0.1
1286,-0.1
1287,-0.1
1288,-0.1
1289,-0.1
1290,-0.1
1291,-0.1
1292,-0.1
1293,-0.1
1294,-0.1
1295,-0.1
1296,-0.1
1297,-0.1
1298,-0.1
1299,-0.1
1300,-0.1
1301,-0.1
1302,-0.1
1303,-0.1
1304,-0.1
1305,-0.1
1306,-0.1
1307,-0.1
1308,-0.1
1309,-0.1
1310,-0.1
1311,-0.1
1312,-0.1
1313,-0.1
1314,-0.1
1315,-0.1
1316,-0.1
1317,-0.1
1318,-0.1
1319,-0.1
1320,-0.1
1321,-0.1
1322,-0.1
1323,-0.1
1324,-0.1
1325,-0.1
1326,-0.1
1327,-0.1
1328,-0.1
1329,-0.1
1330,-0.1
1331,-0.1
1332,-0.1
1333,-0.1
1334,-0.1
1335,-0.1
1336,-0.1
1337,-0.1
1338,-0.1
1339,-0.1
1340,-0.1
1341,-0.1
1342,-0.1
1343,-0.1
1344,-0.1
1345,-0.1
1346,-0.1
1347,-0.1
1348,-0.1
1349,-0.1
1350,-0.1
1351,-0.1
1352,-0.1
1353,-0.1
1354,-0.1
1355,-0.1
1356,-0.1
1357,-0.1
1358,-0.1
1359,-0.1
1360,-0.1
1361,-0.1
1362,-0.1
1363,-0.1
1364,-0.1
1365,-0.1
1366,-0.1
1367,-0.1
1368,-0.1
1369,-0.1
1370,-0.1
1371,-0.1
1372,-0.1
1373,-0.1
1374,-0.1
1375,-0.1
1376,-0.1
1377,-0.1
1378,-0.1
1379,-0.1
1380,-0.1
1381,-0.1
1382,-0.1
1383,-0.1
1384,-0.1
1385,-0.1
1386,-0.1
1387,-0.1
1388,-0.1
1389,-0.1
1390,-0.1
1391,-0.1
1392,-1.1
1393,-1.1
1394,-1.1
1395,-1.1
1396,-1.1
1397,-1.1
1398,-1.1
1399,-1.1
1400,-1.1
1401,-1.1
1402,-1.1
1403,-1.1
1404,-1.1
1405,-1.1
1406,-1.1
1407,-1.1
1408,-1.1
1409,-1.1
1410,-1.1
1411,-1.1
1412,-1.1
1413,-1.1
1414,-1.1
1415,-1.1
1416,-1.1
1417,-1.1
1418,-1.1
1419,-1.1
1420,-1.1
1421,-1.1
1422,-1.1
1423,-1.1
1424,-1.1
1425,-1.1
1426,-1.1
1427,-1.1
1428,-1.1
1429,-1.1
1430,-1.1
1431,-1.1
1432,-1.1
1433,-1.1
1434,-1.1
1435,-1.1
1436,-1.1
1437,-1.1
1438,-1.1
1439,-1.1
1440,-1.1
1441,-1.1
1442,-1.1
1443,-1.1
1444,-1.1
1445,-1.1
1446,-1.1
1447,-1.1
1448,-1.1
1449,-1.1
1450,-1.1
1451,-1.1
1452,-1.1
1453,-1.1
1454,-1.1
1455,-1.1
1456,-1.1
1457,-1.1
1458,-1.1
1459,-1.1
1460,-1.1
1461,-1.1
1462,-1.1
1463,-1.1
1464,-1.1
1465,-1.1
1466,-1.1
1467,-1.1
1468,-1.1
1469,-1.1
1470,-1.1
1471,-1.1
1472,-1.1
1473,-1.1
1474,-1.1
1475,-1.1
1476,-1.1
1477,-1.1
1478,-1.1
1479,-1.1
1480,-1.1
1481,-1.1
1482,-1.1
1483,-1.1
1484,-1.1
1485,-1.1
1486,-1.1
1487,-1.1
1488,-1.1
1489,-1.1
1490,-1.1
1491,-1.1
1492,-1.1
1493,-1.1
1494,-1.1
1495,-1.1
1496,-1.1
1497,-1.1
1498,-1.1
1499,-1.1
1500,-1.1
1501,-1.1
1502,-1.1
1503,-1.1
1504,-1.1
1505,-1.1
1506,-1.1
1507,-1.1
1508,-1.1
1509,-1.1
1510,-1.1
1511,-1.1
1512,-1.1
1513,-1.1
1514,-1.1
1515,-1.1
1516,-1.1
1517,-1.1
1518,-1.1
1519,-1.1
1520,-1.1
1521,-1.1
1522,-1.1
1523,-1.1
1524,-1.1
1525,-1.1
1526,-1.1
1527,-1.1
1528,-1.1
1529,-1.1
1530,-1.1
1531,-1.1
1532,-1.1
1533,-1.1
1534,-1.1
1535,-1.1
1536,-1.1
1537,-1.1
1538,-1.1
1539,-1.1
1540,-1.1
1541,-1.1
1542,-1.1
1543,-1.1
1544,-1.1
1545,-1.1
1546,-1.1
1547,-1.1
1548,-1.1
1549,-1.1
1550,-1.1
1551,-1.1
1552,-1.1
1553,-1.1
1554,-1.1
1555,-1.1
1556,-1.1
1557,-1.1
1558,-1.1
1559,-1.1
1560,-1.1
1561,-1.1
1562,-1.1
1563,-1.1
1564,-1.1
1565,-1.1
1566,-1.1
1567,-1.1
1568,-1.1
1569,-1.1
1570,-1.1
1571,-1.1
1572,-1.1
1573,-1.1
1574,-1.1
1575,-1.1
1576,-1.1
1577,-1.1
1578,-1.1
1579,-1.1
1580,-1.1
1581,-1.1
1582,-1.1
1583,-1.1
1584,-1.1
1585,-1.1
1586,-1.1
1587,-1.1
1588,-1.1
1589,-1.1
1590,-1.1
1591,-1.1
1592,-1.1
1593,-1.1
1594,-1.1
1595,-1.1
1596,-1.1
1597,-1.1
1598,-1.1
1599,-1.1
1600,-1.1
1601,-1.1
1602,-1.1
1603,-1.1
1604,-1.1
1605,-1.1
1606,-1.1
1607,-1.1
1608,-1.1
1609,-1.1
1610,-1.1
1611,-1.1
1612,-1.1
1613,-1.1
1614,-1.1
1615,-1.1
1616,-1.1
1617,-1.1
1618,-1.1
1619,-1.1
1620,-1.1
1621,-1.1
1622,-1.1
1623,-1.1
1624,-1.1
1625,-1.1
1626,-1.1
1627,-1.1
1628,-1.1
1629,-1.1
1630,-1.1
1631,-1.1
1632,-1.1
1633,-1.1
1634,-1.1
1635,-1.1
1636,-1.1
1637,-1.1
1638,-1.1
1639,-1.1
1640,-1.1
1641,-1.1
1642,-1.1
1643,-1.1
1644,-1.1
1645,-1.1
1646,-1.1
1647,-1.1
1648,-1.1
1649,-1.1
1650,-1.1
1651,-1.1
1652,-1.1
1653,-1.1
1654,-1.1
1655,-1.1
1656,-1.1
1657,-1.1
1658,-1.1
1659,-1.1
1660,-1.1
1661,-1.1
1662,-1.1
1663,-1.1
1664,-1.1
1665,-1.1
1666,-1.1
1667,-1.1
1668,-1.1
1669,-1.1
1670,-1.1
1671,-1.1
1672,-1.1
1673,-1.1
1674,-1.1
1675,-1.1
1676,-1.1
1677,-1.1
1678,-1.1
1679,-1.1
1680,-1.1
1681,-1.1
1682,-1.1
1683,-1.1
1684,-1.1
1685,-1.1
1686,-1.1
1687,-1.1
1688,-1.1
1689,-1.1
1690,-1.1
1691,-1.1
1692,0.1
1693,0.1
1694,0.1
1695,0.1
1696,0.1
1697,0.1
1698,0.1
1699,0.1
1700,0.1
1701,0.1
1702,0.1
1703,0.1
1704,0.1
1705,0.1
1706,0.1
1707,0.1
1708,0.1
1709,0.1
1710,0.1
1711,0.1
1712,0.1
1713,0.1
1714,0.1
1715,0.1
1716,0.1
1717,0.1
1718,0.1
1719,0.1
1720,0.1
1721,0.1
1722,0.1
1723,0.1
1724,0.1
1725,0.1
1726,0.1
1727,0.1
1728,0.1
1729,0.1
1730,0.1
1731,0.1
1732,0.1
1733,0.1
1734,0.1
1735,0.1
1736,0.1
1737,0.1
1738,0.1
1739,0.1
1740,0.1
1741,0.1
1742,0.1
1743,0.1
1744,0.1
1745,0.1
1746,0.1
1747,0.1
1748,0.1
1749,0.1
1750,0.1
1751,0.1
1752,0.1
1753,0.1
1754,0.1
1755,0.1
1756,0.1
1757,0.1
1758,0.1
1759,0.1
1760,0.1
1761,0.1
1762,0.1
1763,0.1
1764,0.1
1765,0.1
1766,0.1
1767,0.1
1768,0.1
1769,0.1
1770,0.1
1771,0.1
1772,0.1
1773,0.1
1774,0.1
1775,0.1
1776,0.1
1777,0.1
1778,0.1
1779,0.1
1780,0.1
1781,0.1
1782,0.1
1783,0.1
1784,0.1
1785,0.1
1786,0.1
1787,0.1
1788,0.1
1789,0.1
1790,0.1
1791,0.1
1792,0.1
1793,0.1
1794,0.1
1795,0.1
1796,0.1
1797,0.1
1798,0.1
1799,0.1
1800,0.1
1801,0.1
1802,0.1
1803,0.1
1804,0.1
1805,0.1
1806,0.1
1807,0.1
1808,0.1
1809,0.1
1810,0.1
1811,0.1
1812,0.1
1813,0.1
1814,0.1
1815,0.1
1816,0.1
1817,0.1
1818,0.1
1819,0.1
1820,0.1
1821,0.1
1822,0.1
1823,0.1
1824,0.1
1825,0.1
1826,0.1
1827,0.1
1828,0.1
1829,0.1
1830,0.1
1831,0.1
1832,0.1
1833,0.1
1834,0.1
1835,0.1
1836,0.1
1837,0.1
1838,0.1
1839,0.1
1840,0.1
1841,0.1
1842,0.1
1843,0.1
1844,0.1
1845,0.1
1846,0.1
1847,0.1
1848,0.1
1849,0.1
1850,0.1
1851,0.1
1852,0.1
1853,0.1
1854,0.1
1855,0.1
1856,0.1
1857,0.1
1858,0.1
1859,0.1
1860,0.1
1861,0.1
1862,0.1
1863,0.1
1864,0.1
1865,0.1
1866,0.1
1867,0.1
1868,0.1
1869,0.1
1870,0.1
1871,0.1
1872,0.1
1873,0.1
1874,0.1
1875,0.1
1876,0.1
1877,0.1
1878,0.1
1879,0.1
1880,0.1
1881,0.1
1882,0.1
1883,0.1
1884,0.1
1885,0.1
1886,0.1
1887,0.1
1888,0.1
1889,0.1
1890,0.1
1891,0.1
1892,0.1
1893,0.1
1894,0.1
1895,0.1
1896,0.1
1897,0.1
1898,0.1
1899,0.1
1900,0.1
1901,0.1
1902,0.1
1903,0.1
1904,0.1
1905,0.1
1906,0.1
1907,0.1
1908,0.1
1909,0.1
1910,0.1
1911,0.1
1912,0.1
1913,0.1
1914,0.1
1915,0.1
1916,0.1
1917,0.1
1918,0.1
1919,0.1
1920,0.1
1921,0.1
1922,0.1
1923,0.1
1924,0.1
1925,0.1
1926,0.1
1927,0.1
1928,0.1
1929,0.1
1930,0.1
1931,0.1
1932,0.1
1933,0.1
1934,0.1
1935,0.1
1936,0.1
1937,0.1
1938,0.1
1939,0.1
1940,0.1
1941,0.1
1942,0.1
1943,0.1
1944,0.1
1945,0.1
1946,0.1
1947,0.1
1948,0.1
1949,0.1
1950,0.1
1951,0.1
1952,0.1
1953,0.1
1954,0.1
1955,0.1
1956,0.1
1957,0.1
1958,0.1
1959,0.1
1960,0.1
1961,0.1
1962,0.1
1963,0.1
1964,0.1
